delta,theta,alpha,beta,gamma,EEGI2,heart rat2,PEI2,AI2,NA2,ELI2,BP2,CNSA2,LFHFR2,DS2,SYN2,VI2,ARI2,AGR2,Label
61.2803863,9.73088563,5.22312127,3.78033075,2.48730676,1.86304034,0.72376852,0.38848784,6.29751377,0.08523316,2.57408313,1.38165722,0.25279718,13.5955625,0.53675703,7.88711616,1.86304034,3.95574035,2.09991038,0
77.337959,8.37152283,4.55300906,3.19051651,1.91431233,1.83867915,0.70074899,0.38111543,9.23821873,0.0588716,2.62387698,1.42704451,0.24685741,18.8247993,0.54386868,11.0685347,1.83867915,4.05092148,2.37840451,0
41.9404134,8.26115154,4.55889237,3.52093644,1.87726945,1.8120962,0.77232278,0.42620407,5.07682412,0.10869927,2.34629386,1.29479542,0.27464309,11.0117899,0.55184708,6.21319661,1.8120962,3.64108928,2.42846991,0
67.2821384,11.1183286,5.78531524,3.90003591,2.41571876,1.92181897,0.67412678,0.35077538,6.0514616,0.0859859,2.85082723,1.4834005,0.23072161,13.5516327,0.52034037,8.09474698,1.92181897,4.33422773,2.3948629,0
36.1783661,6.03422649,3.87575005,2.8712073,1.62176832,1.55691838,0.74081333,0.47582027,5.99552672,0.10712894,2.10163386,1.34986772,0.28972897,10.8914641,0.64229443,6.25653764,1.55691838,3.45150159,2.38982966,0
20.3872985,3.41187915,4.05264446,3.21113478,1.80512191,0.84188958,0.79235541,0.94116311,5.97538707,0.19878281,1.06251508,1.26205991,0.43018616,5.87250569,1.18780423,3.27641808,0.84188958,2.32457499,2.24508075,1
22.7259233,4.85094774,4.61470528,3.24566934,1.60749836,1.0511934,0.70333188,0.66907943,4.68484191,0.20305909,1.49459086,1.42180389,0.34288911,5.9758683,0.95129973,3.50834055,1.0511934,2.91639475,2.87073716,1
22.1516065,6.81737021,8.0644806,3.50160569,1.5971625,0.84535763,0.43420102,0.51362997,3.24928907,0.3640585,1.94692687,2.30308073,0.2352937,3.59216894,1.1829313,2.50464816,0.84535763,4.2500076,5.04925493,1
20.8770811,3.65769897,3.38719,2.52350597,1.5526903,1.07986235,0.74501459,0.68991625,5.70770893,0.16224442,1.44945128,1.34225559,0.3582038,7.24340236,0.92604395,4.1509122,1.07986235,2.79170687,2.1814975,0
41.8681191,5.00412674,4.209613,2.65253626,1.49981195,1.18873795,0.63011404,0.53006976,8.36671837,0.10054459,1.88654414,1.58701431,0.28788921,11.1345736,0.84122829,6.83054886,1.18873795,3.47355845,2.80676053,0
35.5051712,4.78418719,9.94285192,3.07815092,1.52613282,0.4811685,0.30958431,0.64340102,7.42135912,0.28003954,1.55424062,3.2301379,0.20901356,4.05209277,2.07827401,3.09418245,0.4811685,4.78437852,6.51506329,0
77.1464612,9.48763025,8.26851823,3.98662573,2.14722832,1.1474402,0.48214512,0.42019194,8.13126768,0.10717949,2.3798648,2.07406433,0.22452086,10.4775837,0.87150511,7.06920226,1.1474402,4.45392913,3.85078668,0
66.7709233,10.3522139,4.30541418,2.93809956,1.93429519,2.40446411,0.68241973,0.28381365,6.44991729,0.06448038,3.52343876,1.46537382,0.2004485,17.9130588,0.41589309,10.6471997,2.40446411,4.98881258,2.22583099,0
134.08909,11.3393073,8.28714288,5.33412312,3.12097101,1.36830117,0.6436625,0.47040996,11.8251571,0.06180326,2.12580532,1.55360922,0.27178237,17.5486775,0.73083326,10.6765698,1.36830117,3.67941454,2.65530915,0
73.7040469,9.44633922,6.2662082,3.47839033,2.06563872,1.50750484,0.5551029,0.36822628,7.80239256,0.08501851,2.71572145,1.80146781,0.2213766,13.2696494,0.66334779,8.53297197,1.50750484,4.51718926,3.0335451,0
28.841763,4.13578637,2.78128309,2.27436193,1.37503877,1.48700662,0.81773838,0.54992249,6.97370716,0.09643249,1.81843809,1.222885,0.32880426,11.8569553,0.67249196,6.52291631,1.48700662,3.04132309,2.02269431,0
26.6352707,6.96058363,3.72804863,2.50367349,1.34125355,1.86708499,0.67157748,0.35969304,3.82658582,0.13996661,2.78014831,1.48903147,0.23423703,9.01164594,0.53559426,5.39110275,1.86708499,4.26917978,2.77952564,0
23.4612877,3.93407245,2.8965133,2.55339615,1.53225837,1.3582097,0.88154132,0.64904655,5.96361353,0.12345926,1.54072154,1.13437678,0.37381804,9.45804744,0.73626333,5.02675511,1.3582097,2.67509831,1.89035567,1
46.3704702,4.77902872,5.21922463,2.67732397,1.43825401,0.91565875,0.51297351,0.56022345,9.70290679,0.11255492,1.78500203,1.94941841,0.26777917,9.80021029,1.09210991,6.47745002,0.91565875,3.73442044,3.62886151,1
37.3688096,5.5704552,8.87220796,2.95415457,1.5995507,0.62785444,0.33296724,0.53032552,6.70839424,0.23742281,1.88563431,3.00329849,0.20454362,4.83974958,1.59272584,3.63080911,0.62785444,4.88893279,5.54668755,1
76.7324,3.2268,2.6952,3.5161,2.4853,1.1973,1.3046,1.0896,23.7795,0.0351,0.9177,0.7665,0.5937,29.6673,0.8352,12.8732,1.1973,1.6843,1.0845,0
19.4157,2.581,2.3221,3.1966,2.2909,1.1115,1.3766,1.2385,7.5225,0.1196,0.8074,0.7264,0.652,9.473,0.8997,3.9859,1.1115,1.5338,1.0136,0
26.8892,2.8527,3.4118,2.3572,1.5584,0.8361,0.6909,0.8263,9.426,0.1269,1.2102,1.4474,0.3763,8.7174,1.196,5.1554,0.8361,2.6576,2.1892,0
37.2234,3.782,3.9015,2.8776,2.1147,0.9694,0.7376,0.7609,9.8423,0.1048,1.3143,1.3558,0.3745,10.5101,1.0316,6.0488,0.9694,2.6701,1.8449,0
73.2482,5.2836,3.126,3.8196,2.8453,1.6902,1.2219,0.7229,13.8633,0.0427,1.3833,0.8184,0.4542,25.1225,0.5916,11.3067,1.6902,2.2017,1.0987,0
234.8093,15.5711,8.9659,5.4575,3.4614,1.7367,0.6087,0.3505,15.0798,0.0382,2.8531,1.6429,0.2224,27.9258,0.5758,17.3593,1.7367,4.496,2.5902,0
204.5244,10.6728,5.4745,4.6934,3.3736,1.9496,0.8573,0.4398,19.1632,0.0268,2.274,1.1664,0.2907,39.3092,0.5129,21.1645,1.9496,3.4404,1.6227,0
145.9854,10.2562,6.3022,4.6007,3.0879,1.6274,0.73,0.4486,14.2339,0.0432,2.2293,1.3698,0.2778,24.7915,0.6145,14.3302,1.6274,3.5991,2.041,0
81.604,6.3788,3.758,4.0311,2.6547,1.6974,1.0727,0.632,12.793,0.0461,1.5824,0.9322,0.3977,23.4123,0.5891,11.2956,1.6974,2.5146,1.4156,0
22.6234,2.5452,2.5631,3.3581,2.5901,0.993,1.3102,1.3194,8.8887,0.1133,0.7579,0.7633,0.6574,9.8195,1.007,4.2505,0.993,1.5212,0.9896,1
22.9143,2.7175,2.7402,2.6742,1.8113,0.9917,0.9759,0.9841,8.4321,0.1196,1.0162,1.0247,0.49,9.354,1.0083,4.734,0.9917,2.0409,1.5128,1
25.5722,2.5042,3.8888,2.4364,1.3799,0.644,0.6265,0.9729,10.2115,0.1521,1.0278,1.5961,0.3811,7.2199,1.5529,4.4388,0.644,2.6239,2.8182,1
88.570924,5.57594625,4.72027055,3.95381018,1.81971607,1.18127683,0.83762364,0.70908327,15.8844652,0.05329368,1.41027161,1.19385361,0.38400611,19.9452276,0.84654162,10.8538153,1.18127683,2.60412522,2.59395992,0
13.6010698,3.42591796,4.57450932,4.19839479,1.6887287,0.74891485,0.91778036,1.22548024,3.97005121,0.33633452,0.81600663,1.08958532,0.52477132,3.72214516,1.33526528,1.94086103,0.74891485,1.90559194,2.70884797,0
13.2530286,4.69544242,8.10427875,5.03144101,1.64643043,0.5793782,0.6208376,1.07155845,2.82253033,0.6115039,0.93322021,1.61072717,0.39308989,2.21469073,1.72598831,1.36638657,0.5793782,2.54394738,4.92233295,0
12.4629857,5.16572002,6.70798426,5.08771119,1.61372493,0.77008529,0.75845604,0.98489875,2.41263283,0.53823253,1.01533279,1.31846797,0.42848559,2.62801835,1.29855746,1.49450329,0.77008529,2.33380077,4.15683251,0
13.5952045,5.07811173,4.35067445,3.86900713,1.92963551,1.16720104,0.88928904,0.76189878,2.67721649,0.32001537,1.31251031,1.12449378,0.41033989,4.2920509,0.85675044,2.27178097,1.16720104,2.43700409,2.25466127,0
17.6241761,5.98841261,4.3838236,3.21692274,1.44838895,1.36602499,0.73381665,0.53719123,2.94304639,0.24873921,1.86153448,1.36273823,0.31014746,5.38629993,0.73205103,3.10661449,1.36602499,3.22427271,3.02668948,0
61.1289317,5.91152152,4.26115598,3.27702366,1.69200994,1.38730466,0.7690457,0.55434521,10.3406427,0.06970768,1.80393007,1.30031285,0.32213974,15.7329264,0.7208222,8.89345392,1.38730466,3.10424292,2.5183989,0
198.058627,7.04605639,6.08271168,3.99604968,1.77185315,1.15837422,0.65695201,0.5671328,28.1091459,0.03071167,1.76325545,1.5221812,0.30437354,33.7192841,0.86327888,20.3501875,1.15837422,3.28543665,3.43296603,0
14.3376658,5.06383007,3.89478106,3.41948804,1.49021794,1.30015782,0.87796669,0.67527701,2.83138763,0.2716468,1.48087375,1.13899538,0.38169846,4.98140861,0.76913739,2.65255429,1.30015782,2.61986912,2.61356474,0
300.829898,18.5806764,9.74440885,6.70304886,2.88472227,1.90680386,0.68788666,0.36075376,16.1904707,0.03239176,2.77197388,1.45372786,0.23664709,32.778856,0.52443779,19.4200575,1.90680386,4.22570174,3.37793657,1
9.33592893,3.15520357,4.23290696,3.97333685,1.6247802,0.74539875,0.93867805,1.25929651,2.95889908,0.45339966,0.79409416,1.06532799,0.53780149,2.95095844,1.34156382,1.52214982,0.74539875,1.85942215,2.6052182,1
17.5902627,4.27060157,7.81770799,4.96597741,1.5744959,0.54627284,0.63522166,1.16282854,4.11891917,0.44443384,0.85997201,1.57425363,0.41080826,2.79632653,1.83058706,1.71005962,0.54627284,2.43422564,4.96521329,1
46.8874671,2.96477721,4.57937593,3.32153447,1.89098077,0.64741949,0.7253247,1.12033189,15.8148366,0.09766738,0.89259264,1.37869288,0.4402793,10.8862529,1.54459361,6.30968354,0.64741949,2.27128552,2.42169355,0
47.0264351,3.66971241,4.77446282,3.50191566,1.93675823,0.76861263,0.73346799,0.95427523,12.8147467,0.10152721,1.0479157,1.36338601,0.41471376,10.6181888,1.3010455,6.12540226,0.76861263,2.41130171,2.46518267,0
39.5956592,3.57569512,5.08008758,3.61996702,1.61871828,0.70386486,0.71257965,1.01238134,11.0735557,0.1282991,0.98777008,1.4033519,0.41821371,8.49815158,1.42072727,4.9621935,0.70386486,2.39112198,3.13833955,0
46.0619308,4.47040059,5.40497536,3.4725991,1.78596431,0.82708991,0.64248195,0.77679819,10.3037591,0.11734148,1.28733564,1.55646397,0.35164222,9.34922511,1.20905839,5.69213265,0.82708991,2.84379961,3.02636247,0
42.47205,3.48339329,6.34565202,3.73306534,1.4454399,0.54894174,0.58828712,1.07167495,12.1927232,0.14940772,0.93311876,1.69985024,0.37979938,7.24203647,1.82168693,4.55965196,0.54894174,2.632969,4.39011819,0
33.4883957,4.0659787,4.96699958,3.45422571,1.69617815,0.81859856,0.69543507,0.84954348,8.23624473,0.14832002,1.17710278,1.43794876,0.38240164,7.56077664,1.2216,4.45949052,0.81859856,2.61505155,2.92834782,0
33.4415176,4.82184011,4.1624993,2.9871707,1.52151659,1.15840022,0.71763873,0.61950845,6.93542648,0.12447101,1.61418298,1.3934588,0.3324864,9.19239978,0.8632595,5.35176556,1.15840022,3.00764178,2.73575676,0
28.6097597,3.99537874,5.80732348,3.6440844,1.72194903,0.6879897,0.62749809,0.91207483,7.16071279,0.202984,1.09640126,1.59363034,0.37174284,5.61448635,1.45351013,3.44976524,0.6879897,2.69003161,3.37252925,0
31.1653403,3.83370691,5.20047119,3.45436113,1.34972794,0.73718453,0.66424003,0.90104987,8.12929652,0.16686714,1.10981648,1.50547988,0.38236584,6.72997617,1.35651246,4.04387352,0.73718453,2.61529637,3.85297735,0
257.108589,4.34634849,4.33114176,3.68424358,2.04651135,1.00351102,0.85064026,0.8476641,59.1550792,0.01684557,1.17971258,1.17558508,0.42457479,60.3662849,0.99650126,32.6191351,1.00351102,2.35529765,2.11635365,1
50.2661622,3.38722199,4.44705098,3.28791008,1.8245533,0.76167825,0.73934616,0.97068043,14.8399374,0.08847007,1.03020518,1.35254641,0.41968286,12.0649357,1.31289033,6.93647761,0.76167825,2.38275159,2.43733684,1
42.6399164,3.77160075,4.8408378,3.39923525,1.70962356,0.77912149,0.70219978,0.90127123,11.3055223,0.11352831,1.1095439,1.42409614,0.39468906,9.58749684,1.28349688,5.63241574,0.77912149,2.53364004,2.83152263,1
80.4396242,5.60133794,3.45931164,2.93367063,1.86351294,1.61920594,0.8480504,0.52374462,14.3607876,0.04300507,1.90932748,1.1791752,0.32378149,24.8722784,0.61758667,13.458658,1.61920594,3.08850267,1.85633894,0
20.0314734,3.57649499,3.29234933,2.51976951,1.37668626,1.08630483,0.76534087,0.70453601,5.60086718,0.16435882,1.41937386,1.30660734,0.36684039,7.17055391,0.92055192,4.06185231,1.08630483,2.7259812,2.39150301,0
33.202782,3.80276216,3.31567613,2.3812607,1.23943402,1.14690398,0.71818254,0.62619238,8.73122763,0.0998614,1.59695331,1.39240367,0.3345201,11.1607837,0.87191257,6.4956915,1.14690398,2.98935698,2.6751534,0
25.0815842,4.38174979,3.84690827,2.53781605,1.32050172,1.13903153,0.65970277,0.57917868,5.72410233,0.15337581,1.7265829,1.51583416,0.3084119,7.65896453,0.87793883,4.61466032,1.13903153,3.24241706,2.91321715,0
35.0105269,4.60864719,3.22296402,3.29209645,2.28163961,1.42994063,1.02144996,0.71433033,7.59670366,0.092057,1.39991256,0.97900048,0.42036005,12.2927758,0.69932974,6.08116752,1.42994063,2.37891305,1.4125649,0
155.281787,7.32980249,3.76011001,2.62663247,1.78325797,1.94935852,0.69855203,0.35834969,21.1849892,0.02421475,2.79057027,1.4315326,0.2368488,43.2464978,0.51298927,25.4608025,1.94935852,4.22210287,2.10856201,0
32.2343453,4.23054258,2.9964554,2.42601951,1.44187647,1.41184901,0.80962978,0.57345352,7.61943527,0.09295847,1.74382051,1.23513244,0.33568842,12.1693411,0.70829104,6.7247684,1.41184901,2.97895294,2.07816374,0
93.8091088,9.34444892,6.95184592,7.19489877,4.34230915,1.34416801,1.03496235,0.76996502,10.0390199,0.0741063,1.2987603,0.96621873,0.44150519,14.8382975,0.74395462,7.29168158,1.34416801,2.26497903,1.60095601,0
221.635305,13.0523202,15.1289484,17.7165636,14.4249743,0.8627381,1.17103735,1.35734975,16.9805292,0.06826055,0.73672979,0.85394373,0.62866452,15.5124877,1.15910031,7.14519613,0.8627381,1.59067352,1.04880245,0
29.1442311,4.32493197,3.38338068,2.64146606,1.62718612,1.27828713,0.78071796,0.6107532,6.73865654,0.11609092,1.63732256,1.28087229,0.3426776,9.89222503,0.78229686,5.55518912,1.27828713,2.91819485,2.07928315,1
19.0809751,3.85846815,3.21917982,2.46077667,1.32718766,1.19858733,0.76441106,0.63776001,4.94522031,0.16871149,1.56798794,1.30819666,0.34768283,7.12586576,0.83431551,4.03866531,1.19858733,2.8761846,2.42556491,1
32.6419867,3.41845109,3.16299746,2.40344814,1.26540086,1.08076315,0.75986407,0.70308104,9.54876517,0.09689966,1.42231115,1.31602484,0.36518528,11.4007166,0.92527211,6.47818023,1.08076315,2.738336,2.49960116,1
18.5414841,3.25195131,3.36720659,2.49436968,1.24029785,0.96577125,0.74078308,0.76703783,5.70164874,0.18160394,1.30371666,1.34992283,0.37684094,6.47225967,1.03544188,3.71801618,0.96577125,2.6536395,2.71483706,0
13.2408274,4.03734614,4.42571931,2.84046044,1.36506382,0.91224632,0.64180763,0.70354643,3.27958687,0.33424794,1.42137031,1.55809926,0.33563021,3.90403736,1.09619516,2.37788964,0.91224632,2.97946957,3.24213363,0
34.4237198,4.33730057,5.75950378,3.0813984,1.24958427,0.75306845,0.53501109,0.71044152,7.93666919,0.16731207,1.40757539,1.86912013,0.30518551,6.72992359,1.32790054,4.38428336,0.75306845,3.27669552,4.60913594,0
59.6483404,6.02243166,5.04079762,3.3222408,1.43919827,1.19473784,0.65907046,0.55164442,9.90436151,0.0845086,1.81276193,1.51728846,0.30029576,13.0278533,0.83700371,7.85250154,1.19473784,3.33005039,3.50250393,0
222.43179,5.90838164,5.22421297,4.17446859,3.02325488,1.1309611,0.79906172,0.70653334,37.6468217,0.02348681,1.41536138,1.25146779,0.37497715,43.7080519,0.88420371,24.2949152,1.1309611,2.66682917,1.72800944,0
173.437925,6.91681773,6.2450133,4.97792376,3.5443907,1.10757454,0.79710379,0.7196841,25.0748149,0.0360072,1.38949853,1.25454177,0.37820906,28.8798011,0.90287377,16.070191,1.10757454,2.6440403,1.76194269,0
57.2333762,4.67278244,4.29339114,3.32396471,2.39032129,1.08836635,0.77420496,0.71134592,12.2482433,0.07501551,1.40578582,1.29164763,0.37072277,14.4189422,0.91880827,8.12698788,1.08836635,2.69743345,1.7961565,0
249.701606,8.68905977,6.2703502,5.26533822,3.12289194,1.38573756,0.83971996,0.6059733,28.7374713,0.02511137,1.65023772,1.1908732,0.35197499,41.2083308,0.72163736,22.399241,1.38573756,2.84111093,2.00786653,0
31.8896996,5.00626999,3.86975145,3.29722219,2.12851396,1.2936929,0.85205012,0.65861853,6.369952,0.12134801,1.51832958,1.17363988,0.37147524,9.5344546,0.77298097,5.14805431,1.2936929,2.69196946,1.81805312,0
130.848777,3.48930576,3.32824451,2.60247639,1.45979696,1.04839225,0.78193666,0.74584361,37.4999458,0.02543581,1.34076365,1.27887597,0.3817319,40.3630449,0.95384146,22.6512232,1.04839225,2.61963962,2.2799366,1
12.0426067,3.76182177,3.86361558,2.37298689,1.31762414,0.97365322,0.61418814,0.6308079,3.20126988,0.32082884,1.58526867,1.62816559,0.31119355,4.09057996,1.02705971,2.53414075,0.97365322,3.21343426,2.93225925,1
15.5683171,3.50684613,4.72324736,3.12030888,1.14661725,0.74246506,0.66062788,0.88977639,4.43940695,0.30338843,1.12387788,1.51371147,0.37913408,4.03856961,1.34686473,2.4319534,0.74246506,2.63758935,4.1192886,1
180.785325,3.43429165,3.73653342,3.37976427,1.95333015,0.91911172,0.90451868,0.98412267,52.6412267,0.02066834,1.01613348,1.10556036,0.47132153,49.30228,1.08800702,25.8870026,0.91911172,2.12169385,1.91290418,0
14.9139455,3.90901587,3.53281403,3.54376532,2.08379366,1.10648787,1.00309988,0.90656202,3.81526859,0.23687991,1.10306849,0.9969097,0.47619542,5.32803628,0.90376047,2.65989547,1.10648787,2.0999782,1.69537613,0
14.6857772,3.18732786,5.26820506,3.59981896,2.01831589,0.60501211,0.68331034,1.12941596,4.60755148,0.35872838,0.88541338,1.46346389,0.42573531,3.39263656,1.65285947,2.0154552,0.60501211,2.34887727,2.61019847,0
10.0591605,3.09658363,5.90341611,3.59547706,1.9702213,0.52454097,0.60905025,1.16111092,3.24847046,0.58686966,0.86124416,1.64190064,0.39949746,2.22849683,1.90642876,1.38497653,0.52454097,2.50314481,2.99632133,0
24.3329397,4.96267744,3.95641307,3.45757807,1.992686,1.25433754,0.87391736,0.69671626,4.90318783,0.16259495,1.43530452,1.14427295,0.38766039,7.40459011,0.79723357,3.95139629,1.25433754,2.57957748,1.98546739,0
22.9050908,4.15985819,4.38788116,3.28031564,1.73956502,0.94803347,0.74758534,0.7885643,5.50621915,0.19156794,1.26812741,1.33763992,0.38376412,6.16811349,1.05481508,3.52950631,0.94803347,2.60576733,2.52240136,0
38.845572,4.58656417,5.20487614,3.59602831,1.83739429,0.88120525,0.69089604,0.78403532,8.46942735,0.13398892,1.27545274,1.44739576,0.36726245,8.34450906,1.1348094,4.93496281,0.88120525,2.7228485,2.83274863,0
17.0570761,4.14473548,3.4212074,3.39203326,1.79323346,1.21148326,0.99147256,0.8183956,4.11535939,0.20057408,1.22190296,1.00860078,0.44832922,6.19717225,0.82543444,3.1118542,1.21148326,2.23050374,1.90784272,0
20.6244983,4.33161796,3.79634647,3.03349625,1.75204894,1.14099648,0.79905674,0.70031482,4.76138443,0.18406976,1.42792923,1.25147558,0.37321721,6.57371934,0.87642689,3.6539811,1.14099648,2.67940481,2.1668039,0
360.291125,4.94271427,4.06735324,3.39453342,2.63158926,1.21521638,0.83458043,0.68677517,72.8933751,0.01128907,1.4560806,1.19820686,0.37674894,89.7964396,0.82289872,48.946581,1.21521638,2.65428747,1.54558818,1
18.4475757,3.9119175,3.75680141,3.6239306,2.12184696,1.0412894,0.96463193,0.92638216,4.71573742,0.20364743,1.07946811,1.03666483,0.4725601,5.9517368,0.96034781,3.02944115,1.0412894,2.11613294,1.77053364,1
15.4592009,3.25460885,5.05792772,3.63625793,2.03834506,0.64346686,0.71892248,1.11726419,4.74994126,0.32717912,0.89504345,1.39097056,0.43744264,3.69989664,1.55408159,2.15245113,0.64346686,2.28601401,2.48138935,1
12.0063641,3.20828887,3.02739186,2.33209993,1.0817849,1.05975342,0.77033302,0.72689836,3.74229523,0.25214893,1.37570815,1.29813986,0.37399284,5.02566357,0.94361574,2.83882383,1.05975342,2.673848,2.79851555,0
28.087278,3.4093356,4.39699339,2.79746844,1.20113952,0.77537883,0.63622302,0.82053185,8.23834358,0.15654751,1.21872174,1.57177587,0.35835902,7.16321605,1.28969216,4.37789711,0.77537883,2.79049761,3.66068497,0
21.3984366,5.29606905,13.3142821,3.23682856,1.4134057,0.39777353,0.24310951,0.61117567,4.04043762,0.62220817,1.63619078,4.11337267,0.17392625,2.00495268,2.51399331,1.61285283,0.39777353,5.74956345,9.42000029,0
19.7164128,6.51312866,11.3558661,3.10167067,1.32439629,0.57354751,0.27313378,0.47621824,3.02717999,0.57596005,2.09987757,3.66120949,0.17357835,2.30977904,1.74353474,1.81424691,0.57354751,5.76108705,8.57437174,0
26.5540635,8.30723798,4.58032084,2.94862303,1.70133514,1.81368037,0.64375906,0.35494626,3.19649727,0.17249039,2.81732792,1.5533762,0.22879609,7.61110471,0.55136507,4.63030435,1.81368037,4.37070412,2.69219199,0
14.0988496,5.31317959,3.47265722,2.32181916,1.24070411,1.53000404,0.66860016,0.43699241,2.65356166,0.24630784,2.28836926,1.49566223,0.26426841,5.5899641,0.65359305,3.35009204,1.53000404,3.78403149,2.7989407,0
28.1851736,4.5289788,3.85910322,2.49894998,1.21387595,1.17358322,0.64754681,0.55176897,6.22329554,0.13691962,1.81235272,1.5442899,0.29791673,8.47713846,0.85209125,5.14530962,1.17358322,3.35664262,3.17915782,0
17.6356717,4.5107129,4.09164783,2.48663752,1.28672508,1.10241963,0.60773498,0.55127373,3.90973048,0.23200975,1.81398087,1.64545407,0.28906455,5.41258326,0.9070956,3.36658922,1.10241963,3.45943494,3.17989281,0
24.7024595,7.46078596,4.94293977,2.67913828,1.40570896,1.50938233,0.54201313,0.35909598,3.31097282,0.20009909,2.78477077,1.84497374,0.21599464,6.50690621,0.66252266,4.21974759,1.50938233,4.62974451,3.51633225,0
14.8657453,3.15790428,3.1279549,2.34072979,1.1247225,1.00957475,0.74832594,0.74122886,4.70747178,0.2104136,1.34911099,1.3363161,0.37238025,5.76211937,0.99051606,3.29579242,1.00957475,2.68542709,2.78109036,1
24.2467102,3.06769099,3.95850884,2.67880107,1.17900263,0.77496126,0.67671974,0.87323042,7.90389589,0.16325963,1.14517312,1.47771661,0.38125888,6.90017435,1.29038709,4.11528187,0.77496126,2.62288973,3.35750636,1
25.3868977,5.52447888,13.0398137,3.27348165,1.39317717,0.42366241,0.25103745,0.59254126,4.59534704,0.51364345,1.6876462,3.98346932,0.17633215,2.3705382,2.36036991,1.8948579,0.42366241,5.67111553,9.35976702,1
26.9665565,4.75474245,4.02448766,2.64734773,1.73623367,1.18145286,0.65780988,0.55678047,5.6715073,0.14923995,1.79604002,1.52019609,0.30154668,7.88207138,0.84641549,4.75450864,1.18145286,3.3162361,2.31794126,0
