delta,theta,alpha,beta,gamma,EEGI2,heart rat2,PEI2,AI2,NA2,ELI2,BP2,CNSA2,LFHFR2,DS2,SYN2,VI2,ARI2,AGR2,Label
18.80254049,1.75026548,2.505073643,3.589803924,3.093183552,0.698688234,1.433013331,2.051005385,10.74267916,0.133230594,0.48756576,0.697830215,0.843599962,8.204471763,1.431253528,3.372144189,0.698688234,1.185395975,0.809869056,0
81.83314442,5.823652327,4.605168421,6.207192184,4.454160097,1.26459052,1.347875173,1.065858989,14.05185953,0.0562751,0.93821041,0.741908464,0.59519598,19.03443886,0.790769806,8.107091499,1.26459052,1.680118875,1.033902761,0
116.9793853,9.311706727,10.02970808,12.61095006,10.98061052,0.928412537,1.257359632,1.354311345,12.56261486,0.085739107,0.73838265,0.795317406,0.652017972,12.59170167,1.077107385,5.578066293,0.928412537,1.533700056,0.913401679,0
18.0736833,1.637778668,4.215412904,6.351178568,5.786299678,0.388521529,1.506656338,3.877922391,11.03548584,0.233234855,0.257870039,0.663721364,1.085079566,4.676045365,2.57385994,1.865451316,0.388521529,0.921591404,0.728516174,1
8.948067107,1.425247804,4.120275838,6.653507479,5.161665724,0.345910774,1.614820886,4.668316246,6.278253564,0.46046546,0.214209995,0.619263727,1.199797875,2.517626324,2.890918916,0.962829361,0.345910774,0.833473722,0.798245384,1
9.83392192,1.676851262,2.194987087,2.692926367,2.217650264,0.763945844,1.226852943,1.605942296,5.864516515,0.223205666,0.622687379,0.815093615,0.695516218,5.244118861,1.308993312,2.354946194,0.763945844,1.437780994,0.989780545,1
21.94069028,1.8607957,1.88711939,1.78964352,1.187859371,0.986050861,0.948346739,0.961762498,11.79102589,0.086010028,1.039757739,1.05446664,0.477503753,12.6126021,1.01414647,6.473489468,0.986050861,2.094224379,1.588672393,0
12.51594862,1.873356769,1.754454406,1.863476839,1.107001122,1.067771703,1.062140363,0.994726082,6.68102778,0.140177501,1.00530188,0.94149515,0.513664232,8.201584116,0.936529782,3.977219138,1.067771703,1.946797029,1.584871389,0
18.47637146,2.334977941,2.499020712,1.717232766,1.144109753,0.934357178,0.687162278,0.735438539,7.912867668,0.135254951,1.35973293,1.455260324,0.355240638,8.327801885,1.070254527,4.935981554,0.934357178,2.814993255,2.184249113,0
34.45742962,2.803594712,2.466308706,2.281548642,1.413255214,1.136757416,0.9250864,0.813794031,12.29044607,0.071575528,1.228812159,1.080980112,0.432939365,15.10801314,0.879695163,7.847966273,1.136757416,2.309792271,1.745126203,0
261.54593,5.386149281,3.916470654,4.046960811,2.994100822,1.375255876,1.033318303,0.751364398,48.55898274,0.014974313,1.330912142,0.967756012,0.435034521,68.15628223,0.727137413,33.51973084,1.375255876,2.298668154,1.308062382,0
157.6009255,6.353227341,4.650649106,4.788164787,3.897956677,1.366094753,1.029569137,0.753658657,24.8064357,0.029509022,1.326860629,0.971280086,0.435134365,35.25403639,0.732013645,17.37020718,1.366094753,2.298140715,1.193099229,0
41.02449697,2.798217214,2.4125716,3.002998492,2.601626858,1.15984836,1.244729272,1.073182767,14.66094082,0.058808073,0.931807732,0.80338755,0.576304011,18.16431653,0.862181673,8.091985412,1.15984836,1.735195282,0.927331909,0
224.0416815,8.172917456,5.806547872,4.800240209,2.914875818,1.407534672,0.826694331,0.587334968,27.41269353,0.025917266,1.702605932,1.209636939,0.343377954,39.99185129,0.710462072,21.89301768,1.407534672,2.912242871,1.992039536,0
37.69379398,2.294982559,2.160751554,2.647519474,2.028488332,1.062122369,1.225277135,1.153612024,16.42443592,0.057323801,0.86684256,0.816141892,0.594182554,18.50688316,0.9415111,8.316664411,1.062122369,1.682984453,1.065202851,0
136.621542,2.530305903,2.021151902,1.960225994,1.278435981,1.251912783,0.969855849,0.774699214,53.99408105,0.014793801,1.290823564,1.031081063,0.430680911,68.84779308,0.798777689,34.95067576,1.251912783,2.321904627,1.580956679,1
11.44498972,1.848621194,1.755025102,1.882703933,1.141132254,1.053330344,1.07275043,1.018436843,6.191095155,0.153344402,0.981896921,0.932183266,0.522444152,7.574598733,0.949369783,3.654370841,1.053330344,1.914080187,1.537968185,1
11.54558626,1.792497746,1.883346554,1.533109547,1.106098675,0.951762033,0.814034753,0.855292315,6.441060407,0.163122644,1.16919091,1.228448781,0.417076846,7.082118782,1.050682802,3.904070069,0.951762033,2.397639691,1.702693075,1
176.1986193,2.795569751,2.226730497,3.371930725,2.296110301,1.255459408,1.514296737,1.206169413,63.02780289,0.012637616,0.829070933,0.660372552,0.671391705,80.3843075,0.796521173,31.97089124,1.255459408,1.489443484,0.969783767,0
9.356833907,3.097598237,2.216438892,3.051716834,2.143103814,1.397556345,1.376855841,0.985188072,3.020673822,0.236879153,1.01503462,0.726292449,0.574274654,5.619118213,0.715534657,2.364097189,1.397556345,1.741327069,1.034219097,0
8.321073528,1.882437078,2.269113013,2.829090755,1.822352658,0.829591592,1.246782658,1.502887288,4.420372731,0.272694744,0.665385893,0.802064412,0.681454082,4.496695646,1.205412409,2.00139325,0.829591592,1.467450305,1.245155817,0
6.256513789,1.493636234,2.647287583,2.306810159,1.802353542,0.564213818,0.87138631,1.544425681,4.188780136,0.42312503,0.647489881,1.147596638,0.557076213,2.927581451,1.772377719,1.564391828,0.564213818,1.795086519,1.46879484,0
9.139675727,1.736133742,2.114656298,2.405821098,1.792533418,0.821000435,1.137688947,1.385734889,5.264384597,0.231371042,0.721638755,0.878974875,0.624760393,5.143062481,1.218026151,2.405898429,0.821000435,1.600613629,1.17970258,0
8.242298143,1.588846944,2.308024478,2.469744531,1.802992481,0.688401253,1.070068604,1.554425705,5.187597318,0.28002196,0.64332441,0.934519522,0.633776243,4.25954975,1.452641167,2.057685307,0.688401253,1.577843932,1.280107655,0
18.89336566,2.101993116,2.280073802,2.167230192,1.575640256,0.921896964,0.95050879,1.031035818,8.988309959,0.120681187,0.969898409,1.052068124,0.494568027,9.208192627,1.084719919,4.720918292,0.921896964,2.021966533,1.447077652,0
8.778792989,1.633252096,1.749137243,1.767658843,1.207587755,0.933747253,1.010588992,1.082293939,5.375038557,0.199245756,0.923963412,0.98952196,0.522606556,5.952674741,1.070953619,2.960662156,0.933747253,1.913485371,1.448455597,0
8.266799025,1.779403715,1.662995455,1.595502224,1.199535448,1.069999145,0.959414663,0.896649934,4.645825429,0.201165584,1.115262447,1.042302185,0.463485536,6.041028381,0.934580186,3.083078072,1.069999145,2.157564633,1.386366245,0
359.1095707,3.282000116,2.348426762,3.373628355,2.89043626,1.397531389,1.43654825,1.027918414,109.4179031,0.006539583,0.972839854,0.696113061,0.599178078,154.3124855,0.715547434,63.33241525,1.397531389,1.668952915,0.812481768,1
13.24687067,2.789742459,2.284940519,3.136862255,2.31194286,1.220925637,1.372841975,1.124427183,4.748420639,0.172489079,0.889341715,0.728415956,0.618139551,7.018394132,0.819050702,2.957800901,1.220925637,1.617757672,0.988320498,1
7.224576576,1.647993859,2.194213663,2.964492451,1.775175955,0.75106353,1.351050037,1.79884921,4.383861346,0.303715192,0.555910965,0.740165036,0.771559692,4.043621907,1.331445291,1.71992167,0.75106353,1.296076001,1.236054182,1
11.90300725,1.625625492,1.825057563,1.60019501,1.114533676,0.8907256,0.876791529,0.984356494,7.322109124,0.153327434,1.015892114,1.140521968,0.463732828,7.41271564,1.122680206,3.949674499,0.8907256,2.156414082,1.637507777,0
7.133705449,1.34212802,2.115293664,1.573892196,1.146300099,0.634487799,0.744053756,1.172684105,5.315219816,0.296521027,0.852744568,1.343988915,0.455221358,4.006929919,1.576074437,2.297480743,0.634487799,2.196733482,1.845322761,0
5.9872081,1.708601571,5.522795306,2.311127178,1.656927254,0.309372605,0.418470548,1.352642545,3.504156968,0.922432495,0.739293617,2.389654433,0.31959623,1.393462775,3.232348254,0.982369903,0.309372605,3.12894805,3.333154967,0
7.985729812,2.091702734,3.7224723,1.989279761,1.448132986,0.561912236,0.534397465,0.951033686,3.817812963,0.466140527,1.051487465,1.871266361,0.342143081,2.707188055,1.779637345,1.764332982,0.561912236,2.922753827,2.570532082,0
12.76185756,1.878005135,2.097775679,2.586094725,1.992731144,0.895236394,1.232779439,1.377043479,6.795432728,0.164378553,0.726193483,0.811175112,0.650462097,6.978755089,1.117023399,3.125590896,0.895236394,1.537368595,1.052713852,0
7.546951012,1.785436647,1.955684836,1.971013881,1.546002879,0.912947022,1.007838198,1.103939412,4.226949764,0.259135753,0.905846815,0.992222761,0.526851077,4.771928221,1.095353811,2.376649784,0.912947022,1.898069576,1.264994304,0
17.29300639,1.816476421,2.025733269,2.140234673,1.588328415,0.89670069,1.056523436,1.178234217,9.520083053,0.117141764,0.848727686,0.946500538,0.557032241,9.433365737,1.11519932,4.587045094,0.89670069,1.795228223,1.275386909,0
9.618946131,1.430028121,1.673659799,2.406981624,2.000804679,0.85443178,1.438154651,1.683170834,6.726403482,0.173996171,0.594116759,0.695335511,0.775523083,6.601684679,1.170368453,2.707656249,0.85443178,1.28945227,0.836493345,0
6.329117751,1.339298457,1.964541867,2.190946344,1.773026881,0.681735767,1.115245432,1.635891039,4.725696292,0.310397427,0.611287657,0.896663614,0.663151402,3.903411954,1.466843971,1.845370705,0.681735767,1.507951271,1.108015839,0
13.34734162,1.779904771,1.865874991,1.588220054,1.119905542,0.953924984,0.851193173,0.892306195,7.498907712,0.139793754,1.120691536,1.174821453,0.435632473,8.107320405,1.04830046,4.379510752,0.953924984,2.295512988,1.666100329,1
6.921889661,1.362668436,1.933660946,1.528482538,1.123221312,0.704709085,0.790460469,1.121683381,5.079658028,0.279354489,0.891517176,1.265085402,0.463692296,4.284390247,1.41902527,2.392898542,0.704709085,2.156602578,1.721531568,1
6.307691632,1.737882418,5.480653528,2.305852739,1.636263127,0.317094012,0.420725873,1.326817462,3.629527273,0.868884189,0.753683177,2.376844556,0.31943496,1.467995378,3.153638861,1.033271377,0.317094012,3.130527733,3.349494001,1
23.56285996,2.345710607,2.113419693,1.5963012,1.125125947,1.109912345,0.755316705,0.68051924,10.04508395,0.089692834,1.469466168,1.323947945,0.357984874,12.25907502,0.900972049,6.983967614,1.109912345,2.793414113,1.878384992,0
